edge_idx,source,target,relation,confidence,slices,domain,url
712,psl,answer,network,inferred,_mined,adl.org,https://www.adl.org/resources/backgrounder/party-socialism-and-liberation-psl
713,jvp,psl,collaborator,inferred,_mined,adl.org,https://www.adl.org/resources/backgrounder/party-socialism-and-liberation-psl
715,psl,samidoun,co-organizer,inferred,_mined,adl.org,https://www.adl.org/resources/backgrounder/party-socialism-and-liberation-psl
716,answer,samidoun,co-organizer,inferred,_mined,adl.org,https://www.adl.org/resources/backgrounder/party-socialism-and-liberation-psl
717,psl,russia,refused_to_denounce,inferred,_mined,adl.org,https://www.adl.org/resources/backgrounder/party-socialism-and-liberation-psl
718,psl,venezuela,defended,inferred,_mined,adl.org,https://www.adl.org/resources/backgrounder/party-socialism-and-liberation-psl
719,rub_black_lives_matter_global,p_black_trans_media,grant,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/black-trans-media/
720,baker_gordon,kramer,spouse,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/General_Baker
721,garcia,delacruz,running_mate,inferred,_mined,simple.wikipedia.org,https://simple.wikipedia.org/wiki/Karina_Garcia
722,delossantos,tricontinental,researcher,inferred,_mined,peoplesforum.org,https://peoplesforum.org/about/staff/
723,moseley,pf,education_coordinator,inferred,_mined,peoplesforum.org,https://peoplesforum.org/about/staff/
