edge_idx,source,target,relation,confidence,slices,domain,url
724,chung,pf,organizing_director,inferred,_mined,peoplesforum.org,https://peoplesforum.org/about/staff/
725,bounds,pf,coordinator,inferred,_mined,peoplesforum.org,https://peoplesforum.org/about/staff/
726,khalek,btm,host,inferred,_mined,x.com,https://x.com/RaniaKhalek
727,gbi,kramer,affiliation,inferred,_mined,instrumentl.com,https://www.instrumentl.com/990-report/general-baker-institute
728,conway,rub_black_panther_party,member,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Eddie_Conway
729,caruso,theoharis,spouse,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Liz_Theoharis
730,baptist,theoharis,collaborator,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Liz_Theoharis
731,p_arizona_palestine_solidarity_alliance,p_people_helping_people,network,inferred,_mined,arizonapalestine.org,https://www.arizonapalestine.org/about.html
732,lariva,puryear,running_mate,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Gloria_La_Riva
733,lariva,icap,received,inferred,_mined,cubasi.cu,https://cubasi.cu/en/news/prominent-us-activist-receives-icap-commemorative-seal
734,lariva,cuba,support,inferred,_mined,cubasi.cu,https://cubasi.cu/en/news/prominent-us-activist-receives-icap-commemorative-seal
735,baptist,p_poor_people_s_economic_human_rights_ca,organizer,inferred,_mined,peoplesforum.org,https://peoplesforum.org/instructor/willie-baptist/
736,hub_hugo_chavez,venezuela,role,inferred,_mined,nbcnews.com,https://www.nbcnews.com/id/wbna10704025
737,per_cindy_sheehan,venezuela,visited,inferred,_mined,nbcnews.com,https://www.nbcnews.com/id/wbna10704025
738,hub_assata_shakur,cuba,exiled,inferred,_mined,influencewatch.org,https://www.influencewatch.org/organization/assatas-daughters/
742,benjamin,tighe_barry,collaborator,inferred,_mined,trtworld.com,https://www.trtworld.com/magazine/american-activist-from-vietnam-to-gaza-war-my-government-lies-to-me-18204641
743,puryear,btm,host,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Eugene_Puryear
744,puryear,psl,vice_presidential_nominee,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Eugene_Puryear
745,puryear,dsa,endorsed,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Eugene_Puryear
746,puryear,answer,organizer,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Eugene_Puryear
747,puryear,lariva,running_mate,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Eugene_Puryear
748,p_orinoco_tribune,venezuela,from,inferred,_mined,orinocotribune.com,https://orinocotribune.com/
749,chung,jef,director,inferred,_mined,projects.propublica.org,https://projects.propublica.org/nonprofits/organizations/824975378
750,garcia,jef,director,inferred,_mined,projects.propublica.org,https://projects.propublica.org/nonprofits/organizations/824975378
751,rub_venceremos_brigade,cuba,sends_volunteers_to,confirmed,_mined,iacenter.org,https://iacenter.org/2019/11/01/the-venceremos-brigade-50-years-of-solidarity-with-cuba/
752,hub_women_in_black,p_coalition_of_women_for_peace,collaborator,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/coalition-of-women-for-peace/
753,p_coalition_of_women_for_peace,rub_hamas,did_not_condemn,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/coalition-of-women-for-peace/
754,p_arizona_palestine_solidarity_alliance,nicanet,formed_through,inferred,_mined,influencewatch.org,https://www.influencewatch.org/organization/arizona-palestine-solidarity-alliance/
755,delacruz,cuba,visited,inferred,_mined,peaceandfreedom.us,https://www.peaceandfreedom.us/index.php/news/elections-campaigns/claudia-de-la-cruz-karina-garcia-the-bios
756,hatuey,cuba,solidarity,confirmed,_mined,radiohc.cu,https://www.radiohc.cu/en/the-hatuey-project-of-the-united-states-reaffirms-its-solidarity-with-cuba/
757,p_national_immigrant_solidarity_network,china,organized,inferred,_mined,immigrantsolidarity.org,http://immigrantsolidarity.org/China2017/Article/Article.html
759,lowengard,puf,board_member,inferred,_mined,guidestar.org,https://www.guidestar.org/profile/94-3382208
760,p_labor_against_racism_and_war,dsa,shared,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/us-labor-against-the-war/
761,dsa,p_arizona_educators_united,affiliation,inferred,_mined,influencewatch.org,https://www.influencewatch.org/organization/arizona-educators-united-aeu/
762,lariva,cuba,defends,inferred,_mined,breakingthechainsmag.org,https://breakingthechainsmag.org/women-on-the-frontlines-an-interview-with-gloria-la-riva/
763,psf,anderson-figueroa,director,inferred,_mined,peoplessupportfoundation.org,https://www.peoplessupportfoundation.org/
764,delossantos,cuba,foreign_tie,inferred,_mined,yahoo.com,https://www.yahoo.com/news/manolo-los-santos-leader-hamas-205656272.html
765,delossantos,rub_hamas,lauded,inferred,_mined,yahoo.com,https://www.yahoo.com/news/manolo-los-santos-leader-hamas-205656272.html
766,samidoun,p_international_people_s_tribunal,co_sponsor,inferred,_mined,samidoun.net,https://samidoun.net/2023/01/28-january-public-launch-of-the-international-peoples-tribunal-on-u-s-imperialism-sanctions-blockades-and-economic-coercive-measures/
767,rub_black_lives_matter_global,p_black_trans_travel_fund,grant,inferred,_mined,influencewatch.org,https://www.influencewatch.org/for-profit/the-black-trans-travel-fund/
770,p_black_lives_matter_oklahoma_city,rub_naacp,collaborator,inferred,_mined,influencewatch.org,https://www.influencewatch.org/organization/black-lives-matter-oklahoma-city/
771,p_honduras_solidarity_network,global_exchange,supports,inferred,_mined,hondurassolidarity.org,https://www.hondurassolidarity.org
772,russia,china,aligned,inferred,_mined,liberationschool.org,https://liberationschool.org/hong-kong-and-china/
773,harris,venezuela,interest,inferred,_mined,taskforceamericas.org,https://taskforceamericas.org/staff/roger-harris/
774,harris,cuba,interest,inferred,_mined,taskforceamericas.org,https://taskforceamericas.org/staff/roger-harris/
775,hatuey,cuba,delivered,inferred,_mined,hatueyproject.org,https://www.hatueyproject.org/news/u-s-activists-deliver-60000-in-medical-aid-to-cuban-children-with-cancer/
776,answer,codepink,co_initiator,inferred,_mined,answercoalition.org,https://www.answercoalition.org/national_action_us_troops_out_of_iraq
777,answer,p_popular_resistance,co_initiator,inferred,_mined,answercoalition.org,https://www.answercoalition.org/national_action_us_troops_out_of_iraq
778,codepink,p_popular_resistance,co_initiator,inferred,_mined,answercoalition.org,https://www.answercoalition.org/national_action_us_troops_out_of_iraq
779,richard_becker,hub_occupy_wall_street,supported,inferred,_mined,discoverthenetworks.org,https://www.discoverthenetworks.org/individuals/richard-becker/
780,answer,hub_occupy_wall_street,associate,inferred,_mined,discoverthenetworks.org,https://www.discoverthenetworks.org/individuals/richard-becker/
781,kramer,gbi,trustee,inferred,_mined,projects.propublica.org,https://projects.propublica.org/nonprofits/organizations/811174658
782,delacruz,gbi,trustee,inferred,_mined,projects.propublica.org,https://projects.propublica.org/nonprofits/organizations/811174658
783,per_carl_dix,p_stop_mass_incarceration_network,initiated,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Carl_Dix
785,hrizi,puf,president,inferred,_mined,projects.propublica.org,https://projects.propublica.org/nonprofits/organizations/943382208
787,hatuey,cuba,donated,inferred,_mined,hatueyproject.org,https://www.hatueyproject.org/news/hatuey-project-press-conference-in-cuba/
788,hub_leni_villag_mez_reeves,hatuey,role,inferred,_mined,hatueyproject.org,https://www.hatueyproject.org/news/hatuey-project-press-conference-in-cuba/
789,lariva,icap,met,inferred,_mined,hatueyproject.org,https://www.hatueyproject.org/news/hatuey-project-press-conference-in-cuba/
790,hub_leni_villag_mez_reeves,icap,met,inferred,_mined,hatueyproject.org,https://www.hatueyproject.org/news/hatuey-project-press-conference-in-cuba/
791,singham,btm,funds,inferred,_mined,foxnews.com,https://www.foxnews.com/politics/inside-cubas-foreign-influence-campaign-from-venceremos-brigade-1960s-saturday-union-hall
793,singham,psl,funds,inferred,_mined,foxnews.com,https://www.foxnews.com/politics/inside-cubas-foreign-influence-campaign-from-venceremos-brigade-1960s-saturday-union-hall
794,codepink,pi,member,inferred,_mined,progressive.international,https://progressive.international/members/
795,venezuela,ipa,hosted,inferred,_mined,breakthroughnews.org,https://breakthroughnews.org/2019/07/20/the-year-in-review-a-look-at-our-coverage/
796,kaufman,p_honduras_solidarity_network,board_member,inferred,_mined,afgj.org,https://afgj.org/chuck-kaufman-presente
797,rub_association_for_investment,p_good_shepherd_collective,fiscal_sponsor,inferred,_mined,assinvpopactcom.org,https://assinvpopactcom.org/
798,dsa,ydsa,affiliation,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Democratic_Socialists_of_America
799,pf,rub_venceremos_brigade,fiscal_sponsor,inferred,_mined,vb4cuba.com,https://vb4cuba.com/
800,jordan,cuba,visited,inferred,_mined,afgj.org,https://afgj.org/visiting-cuba
801,global_exchange,cuba,travel,confirmed,_mined,globalexchange.org,https://globalexchange.org/
802,global_exchange,iran,travel,inferred,_mined,globalexchange.org,https://globalexchange.org/
807,khalek,btm,role,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation
808,ben_becker,btm,editor-in-chief,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/BreakThrough_News
809,delacruz,btm,secretary,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/BreakThrough_News
813,pf,btm,hosted,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation
815,hoyt,nicanet,coordinator,inferred,_mined,afgj.org,https://afgj.org/about/board-of-directors
816,per_banbose_shango,vsn,coordinator,inferred,_mined,afgj.org,https://afgj.org/about/board-of-directors
817,per_banbose_shango,rub_national_network_on_cuba,officer,inferred,_mined,afgj.org,https://afgj.org/about/board-of-directors
818,per_cornel_west,uts,role,inferred,_mined,projects.propublica.org,https://projects.propublica.org/nonprofits/organizations/131624238
819,answer,afgj,reposted,inferred,_mined,answercoalition.org,https://www.answercoalition.org/afgj_s_chuck_kaufman_takes_on_imperialist_myths_in
820,kovalik,answer,photo_credit,inferred,_mined,answercoalition.org,https://www.answercoalition.org/afgj_s_chuck_kaufman_takes_on_imperialist_myths_in
826,brian_becker,cuba,defended,inferred,_mined,influencewatch.org,https://www.influencewatch.org/person/brian-becker/
827,brian_becker,venezuela,defended,inferred,_mined,influencewatch.org,https://www.influencewatch.org/person/brian-becker/
828,brian_becker,venezuela,sponsor,inferred,_mined,influencewatch.org,https://www.influencewatch.org/person/brian-becker/
829,answer,venezuela,sponsor,inferred,_mined,answercoalition.org,https://www.answercoalition.org/april_22_direct_from_venezuela
830,hub_revolutionary_communist_party_usa,p_refuse_fascism,founder,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Refuse_Fascism
831,hub_revolutionary_communist_party_usa,p_refuse_fascism,affiliation,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Refuse_Fascism
832,p_refuse_fascism,p_world_can_t_wait,shares_address,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Refuse_Fascism
833,maduro,venezuela,president,inferred,_mined,therealnews.com,https://therealnews.com/international-election-observers-and-journalists-contest-claims-of-venezuela-election-fraud
834,tricontinental,cuba,named_after,inferred,_mined,sanctionstribunal.org,https://sanctionstribunal.org
835,hub_green_party,p_popular_resistance,affiliation,inferred,_mined,influencewatch.org,https://www.influencewatch.org/organization/kevin-zeese-emerging-activists-fund/
836,p_popular_resistance,p_kevin_zeese_emerging_activists_fund,founder,inferred,_mined,influencewatch.org,https://www.influencewatch.org/organization/kevin-zeese-emerging-activists-fund/
837,btm,khalek,contributor,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/BreakThrough_News
838,btm,puryear,host,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/BreakThrough_News
839,btm,khalek,host,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/BreakThrough_News
840,btm,brian_becker,host,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/BreakThrough_News
841,btm,ben_becker,editor,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/BreakThrough_News
842,btm,delacruz,secretary,inferred,_mined,thedailybeast.com,https://www.thedailybeast.com/neville-singham-funded-breakthrough-news-is-pushing-moscow-beijing-propaganda/
843,pf,btm,grant,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/BreakThrough_News
844,answer,delacruz,affiliation,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/BreakThrough_News
845,brian_becker,btm,contributor,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/BreakThrough_News
846,rub_alpha_66,cuba,active_in,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Alpha_66
847,maduro,hub_hugo_chavez,praised,inferred,_mined,fightbacknews.org,https://fightbacknews.org/articles/venezuela-s-president-maduro-speaks-25th-sao-paulo-forum
848,souers,ipa,representative,inferred,_mined,consortiumnews.com,https://consortiumnews.com/2024/07/30/venezuela-as-us-leaders-call-fraud-us-observers-endorse-results/
849,maduro,hub_hugo_chavez,predecessor,inferred,_mined,consortiumnews.com,https://consortiumnews.com/2024/07/30/venezuela-as-us-leaders-call-fraud-us-observers-endorse-results/
850,croce,tricontinental,secretary,inferred,_mined,projects.propublica.org,https://projects.propublica.org/nonprofits/organizations/822882135
851,bugni,tricontinental,deputy_director,inferred,_mined,projects.propublica.org,https://projects.propublica.org/nonprofits/organizations/822882135
852,henderson,tricontinental,director,inferred,_mined,projects.propublica.org,https://projects.propublica.org/nonprofits/organizations/822882135
853,taylor,tricontinental,secretary,inferred,_mined,projects.propublica.org,https://projects.propublica.org/nonprofits/organizations/822882135
854,cuba,rub_canadian_network_on_cuba,affiliation,inferred,_mined,canadiannetworkoncuba.ca,https://canadiannetworkoncuba.ca/
855,ipa,maduro,endorsed,inferred,_mined,influencewatch.org,https://www.influencewatch.org/organization/international-peoples-assembly-ipa/
856,ipa,pi,co_signatory,inferred,_mined,influencewatch.org,https://www.influencewatch.org/organization/international-peoples-assembly-ipa/
857,rub_the_jericho_movement,samidoun,solidarity,inferred,_mined,thejerichomovement.com,https://thejerichomovement.com
858,kuang,maduro,endorsed,inferred,_mined,persuasion.community,https://www.persuasion.community/p/the-democratic-socialists-of-america
859,iran,rub_hezbollah,affiliation,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Hezbollah
860,irgc,rub_hezbollah,affiliation,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Hezbollah
861,chak,tricontinental,role,inferred,_mined,thetricontinental.org,https://thetricontinental.org/team/
862,dpaul,tfa,member,inferred,_mined,venezuelasolidaritynetwork.org,https://www.venezuelasolidaritynetwork.org/01282025
863,dpaul,dsa,member,inferred,_mined,venezuelasolidaritynetwork.org,https://www.venezuelasolidaritynetwork.org/01282025
864,clarkgollub,vsn,member,inferred,_mined,venezuelasolidaritynetwork.org,https://www.venezuelasolidaritynetwork.org/01282025
865,rub_students_for_a_democratic,rub_venceremos_brigade,affiliation,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Students_for_a_Democratic_Society
866,rub_students_for_a_democratic,rub_weather_underground,secession,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Students_for_a_Democratic_Society
867,venezuela,cuba,foreign_tie,inferred,_mined,rosalux.nyc,https://rosalux.nyc/cuba-is-being-strangled/
868,maduro,venezuela,candidate,inferred,_mined,peoplesforum.org,https://peoplesforum.org/venezuela-elections
870,hub_assata_shakur,rub_black_panther_party,member,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Assata_Shakur
871,hub_assata_shakur,rub_may_19th_communist_organiz,associate,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Assata_Shakur
872,hub_assata_shakur,cuba,political_asylum,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Assata_Shakur
873,rub_p_alicia_garza,rub_p_opal_tometi,co_founder,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Alicia_Garza
874,ipa,venezuela,hosted,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/International_Peoples%27_Assembly
875,ipa,cuba,hosted,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/International_Peoples%27_Assembly
876,nicanet,answer,member,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/nicaragua-network/
877,hoyt,nicanet,co_director,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/nicaragua-network/
878,rub_national_network_on_cuba,cuba,supports,confirmed,_mined,nnoc.org,https://nnoc.org
879,rub_p_gustavo_petro,venezuela,foreign_tie,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Gustavo_Petro
880,per_sunsara_taylor,p_world_can_t_wait,chaired,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait
881,per_sunsara_taylor,hub_revolutionary_communist_party_usa,supporter,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait
882,per_debra_sweet,hub_revolutionary_communist_party_usa,supporter,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait
883,hub_revolutionary_communist_party_usa,p_world_can_t_wait,affiliation,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait
884,hub_revolutionary_communist_party_usa,p_world_can_t_wait,initiated,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait
885,ensler,per_cindy_sheehan,co_signatory,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait
886,p_world_can_t_wait,per_cindy_sheehan,supporter,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait
887,p_world_can_t_wait,ensler,supporter,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait
888,p_world_can_t_wait,p_refuse_fascism,shares_address,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait
889,rub_p_angela_davis,rub_communist_party_usa,member,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Angela_Davis
890,rub_p_angela_davis,rub_black_panther_party,member,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Angela_Davis
893,german_gov,p_coalition_of_women_for_peace,funds,inferred,_mined,ngo-monitor.org,https://ngo-monitor.org/ngos/coalition_of_women_for_peace/
894,german_gov,p_coalition_of_women_for_peace,partner,inferred,_mined,ngo-monitor.org,https://ngo-monitor.org/ngos/coalition_of_women_for_peace/
895,p_coalition_of_women_for_peace,hub_women_in_black,member,inferred,_mined,ngo-monitor.org,https://ngo-monitor.org/ngos/coalition_of_women_for_peace/
896,rub_black_panther_party,rub_student_nonviolent_coordin,affiliation,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Student_Nonviolent_Coordinating_Committee
897,per_meghan_maurus,nlg,coordinator,inferred,_mined,nacle.com,https://www.nacle.com/CLE/Courses/Protest-Lawyering-Theory-and-Practice-460
898,rub_democratic_front_for_the_l,pflp,split,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Democratic_Front_for_the_Liberation_of_Palestine
900,per_elisabeth_epps,wfp,member,inferred,_mined,elisabethepps.com,https://www.elisabethepps.com/meet-elisabeth
901,per_elisabeth_epps,dsa,member,inferred,_mined,elisabethepps.com,https://www.elisabethepps.com/meet-elisabeth
902,rub_p_leonard_boudin,nlg,member,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Leonard_Boudin
904,per_taureen_tory_russell,per_tef_poe,co_founder,inferred,_mined,archive.thinkprogress.org,https://archive.thinkprogress.org/as-verdict-looms-in-ferguson-activists-play-the-long-game-eb069e39181f/
905,rub_cuban_american_national_fo,cuba,opposes,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Cuban_American_National_Foundation
906,rub_cuban_american_national_fo,cuba,advocated_isolation_of,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Cuban_American_National_Foundation
907,per_rebecca_heinegg,ccr,intern,inferred,_mined,kunstlerlaw.net,https://kunstlerlaw.net/index.php/rebecca-heinegg/
908,rub_p_george_galloway,russia,foreign_tie,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/George_Galloway
909,pflp,rub_hamas,collaborator,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Popular_Front_for_the_Liberation_of_Palestine
910,iran,rub_palestinian_islamic_jihad,funds,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Palestinian_Islamic_Jihad
911,rub_hamas,rub_palestinian_islamic_jihad,collaborator,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Palestinian_Islamic_Jihad
912,rub_palestinian_islamic_jihad,rub_hezbollah,foreign_tie,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Palestinian_Islamic_Jihad
913,pflp,rub_palestinian_islamic_jihad,collaborator,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Palestinian_Islamic_Jihad
914,per_banbose_shango,rub_national_network_on_cuba,co_chair,inferred,_mined,okgazette.com,https://www.okgazette.com/arts-culture/strong-spines-3804530
915,cuba,icap,affiliation,inferred,_mined,fgbrdkuba.de,https://www.fgbrdkuba.de/
916,per_cheri_honkala,hub_hugo_chavez,met,inferred,_mined,economichumanrights.org,https://www.economichumanrights.org/speaking-engagements/
917,prashad,singham,associate,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Vijay_Prashad
919,rub_brothers_to_the_rescue,cuba,opposes,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Brothers_to_the_Rescue
920,rub_faln,rub_macheteros,collaborator,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Macheteros
921,per_maurice_cook,brian_becker,appeared_with,inferred,_mined,sputnikglobe.com,https://sputnikglobe.com/20200627/huge-covid-spikes-in-us-as-trump-tries-to-cut-health-care-for-millions-1079731935.html
922,per_frank_avellone,hub_lawyers_better_housing,role,inferred,_mined,lcbh.org,https://lcbh.org/lcbh-helps-save-the-kcro/
923,hub_lawyers_better_housing,p_chicago_housing_justice_league,affiliation,inferred,_mined,lcbh.org,https://lcbh.org/lcbh-helps-save-the-kcro/
924,hub_communities_united,p_chicago_housing_justice_league,affiliation,inferred,_mined,lcbh.org,https://lcbh.org/lcbh-helps-save-the-kcro/
925,pf,prashad,hosted,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/the-peoples-forum/
926,pf,samidoun,co_signatory,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/the-peoples-forum/
927,chung,pf,director,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/the-peoples-forum/
928,singham,chung,funds,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/the-peoples-forum/
929,answer,codepink,partners,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/the-peoples-forum/
930,answer,psl,partners,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/the-peoples-forum/
931,answer,pf,partners,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/the-peoples-forum/
932,dsa,pf,partners,inferred,_mined,influencewatch.org,https://www.influencewatch.org/non-profit/the-peoples-forum/
933,rub_black_liberation_army,rub_black_panther_party,split,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Black_Liberation_Army
934,rub_black_liberation_army,rub_black_panther_party,affiliation,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Black_Liberation_Army
935,rub_black_liberation_army,rub_republic_of_new_afrika,affiliation,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Black_Liberation_Army
936,evans,ipa,member,inferred,_mined,foxnews.com,https://www.foxnews.com/politics/second-front-how-socialist-cell-us-mobilized-pro-maduro-foot-soldiers-within-12-hours.amp
937,delossantos,tricontinental,associate,inferred,_mined,foxnews.com,https://www.foxnews.com/politics/second-front-how-socialist-cell-us-mobilized-pro-maduro-foot-soldiers-within-12-hours.amp
938,delacruz,ipa,attended,inferred,_mined,foxnews.com,https://www.foxnews.com/politics/second-front-how-socialist-cell-us-mobilized-pro-maduro-foot-soldiers-within-12-hours.amp
939,rub_p_opal_tometi,rub_p_alicia_garza,contacted,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Opal_Tometi
940,venezuela,rub_p_opal_tometi,invited,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Opal_Tometi
941,alvin_benjamin,benjamin,relative,inferred,_mined,discoverthenetworks.org,https://www.discoverthenetworks.org/individuals/medea-benjamin/
943,benjamin,rub_students_for_a_democratic,member,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Medea_Benjamin
944,benjamin,hub_green_party,affiliation,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Medea_Benjamin
945,benjamin,hub_green_shadow_cabinet,role,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Medea_Benjamin
946,benjamin,cuba,aided,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Medea_Benjamin
947,codepink,cuba,aided,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Medea_Benjamin
948,p_stop_mass_incarceration_network,per_carl_dix,co_founder,inferred,_mined,revcom.us,https://revcom.us/movement-for-revolution/stop-mass-incarceration/stop-mass-incarceration-carl-dix.html
949,rub_p_nayef_hawatmeh,pflp,founder,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Nayef_Hawatmeh
950,per_makayla_heiser,codepink,campaign_manager,inferred,_mined,influencewatch.org,https://www.influencewatch.org/organization/united-states-against-sweatshops/
951,psl,answer,founder,inferred,_mined,globalsecurity.org,https://www.globalsecurity.org/military/world/usa/government/political-parties-psl.htm
952,psl,tricontinental,foreign_tie,inferred,_mined,globalsecurity.org,https://www.globalsecurity.org/military/world/usa/government/political-parties-psl.htm
953,prashad,btm,role,inferred,_mined,globalsecurity.org,https://www.globalsecurity.org/military/world/usa/government/political-parties-psl.htm
954,benjamin,evans,co_founder,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/Jodie_Evans
955,iran,new_horizon,affiliation,inferred,_mined,home.treasury.gov,https://home.treasury.gov/news/press-releases/sm611
956,ann_wright,codepink,director,inferred,_mined,projects.propublica.org,https://projects.propublica.org/nonprofits/organizations/262823386
957,codepink,china,advocates,inferred,_mined,newlinesmag.com,https://newlinesmag.com/reportage/the-big-business-of-uyghur-genocide-denial/
958,psf,ucf,funds,inferred,_mined,newlinesmag.com,https://newlinesmag.com/reportage/the-big-business-of-uyghur-genocide-denial/
959,rub_may_19th_communist_organiz,rub_weather_underground,formed_by,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/May_19th_Communist_Organization
960,rub_may_19th_communist_organiz,rub_black_liberation_army,combination,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/May_19th_Communist_Organization
961,rub_may_19th_communist_organiz,rub_weather_underground,combination,inferred,_mined,en.wikipedia.org,https://en.wikipedia.org/wiki/May_19th_Communist_Organization
962,per_kevin_zeese,per_margaret_flowers,partner,inferred,_mined,gp.org,https://www.gp.org/2018_sc_elections
963,press_tv,iran,located_in,inferred,_mined,sanctionssearch.ofac.treas.gov,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45062
964,jvp,hub_ifnotnow,co-organizer,inferred,_mined,adl.org,https://www.adl.org/resources/backgrounder/jewish-voice-peace-jvp
